1546207851383	Twitter	add_to_cart		Visitor-902928	Page-6	Colgate,Toothbrush Value Pack
1546207851383	Yahoo	page_view		Visitor-118078	Page-14	Trader Joe's,Tomato Sauce
1546207851383	Other	page_view		Visitor-285678	Page-5	Sun Vista,Black Beans No Salt Added
1546207851383	Google	page_view		Visitor-100021	Page-13	Google,Chromecast
1546207851383	Other	page_view		Visitor-66103	Page-9	McCormick,Pure Ground Black Pepper
1546207851383	Direct	page_view		Visitor-786001	Page-12	California Pizza Kitchen,Sicilian Recipe Pizza
1546207851383	Direct	page_view		Visitor-693157	Page-4	OYO,Whiskey
1546207851383	Google	page_view		Visitor-466347	Page-3	RadioShack,PIR Sensor
1546207851383	Direct	page_view		Visitor-311592	Page-13	Simple Truth Organic,Baby Arugula
1546207851383	Twitter	page_view		Visitor-177167	Page-7	Lysol,Bathroom Cleaner with Hydrogen Peroxide
1546207851383	Facebook	page_view		Visitor-967578	Page-14	Hot Shot,Flying Insect Killer
1546207851383	Twitter	page_view		Visitor-459574	Page-14	Pond's,Cold Cream Cleanser
1546207851383	Facebook	page_view		Visitor-794453	Page-13	Glass Plus,Glass Cleaner
1546207851383	Yahoo	page_view		Visitor-828566	Page-7	RadioShack,PIR Sensor
1546207851383	Direct	page_view		Visitor-602624	Page-13	Cloud 9,Cutlery Combo
1546207851383	Other	page_view		Visitor-34824	Page-6	Trader Joe's,Extra Virgin Olive Oil
1546207851863	Direct	page_view		Visitor-267505	Page-3	Safeway Kitchens,Clover Honey
1546207851863	Direct	page_view		Visitor-688199	Page-8	SteamFast,Travel Steam Iron
1546207851863	Other	page_view		Visitor-480034	Page-7	Pond's,Dry Skin Cream
1546207851863	Other	page_view		Visitor-899343	Page-10	Staples,Small Bind Clips
1546207851863	Yahoo	page_view		Visitor-900074	Page-1	Saft Lingon,Lingonberry Drink Concentrate
1546207851863	Google	page_view		Visitor-169436	Page-8	Maybelline,The Falsies - Washable Mascara
1546207851863	Yahoo	page_view		Visitor-92271	Page-13	The Learning Company,Where in the U.S.A. is Carmen Sandiego
1546207851863	Direct	page_view		Visitor-563219	Page-10	Ralphs,Plastic Wrap
1546207851863	Other	page_view		Visitor-216195	Page-5	Neutrogena,Oil-Free Acne Stress Control Power-Cream Wash
1546207851863	Other	page_view		Visitor-837844	Page-5	Alessi,Garlic Breadsticks
1546207851863	Google	page_view		Visitor-137317	Page-2	David's Tea,Bubbie's Baklava Oolong Tea
1546207851863	Bing	page_view		Visitor-666235	Page-13	Trident,"White Gum, Peppermint"
1546207851863	Facebook	page_view		Visitor-450831	Page-6	Chemin Du Soleil,Chardonnay
1546207851863	Twitter	page_view		Visitor-462029	Page-6	Mrs. Meyer's Clean Day,"Liquid Hand Soap Refill, Lavender Scent"
1546207851863	Bing	page_view		Visitor-686233	Page-0	Barilla,Rotini
1546207851863	Bing	page_view		Visitor-366122	Page-14	O-Live And Company,Extra Virgin Olive Oil
1546207851863	Direct	page_view		Visitor-740232	Page-3	Nestle,Leche Condensada
1546207851863	Other	page_view		Visitor-811308	Page-12	Nivea,Original Moisture Body Lotion
1546207851863	Yahoo	page_view		Visitor-388962	Page-8	Kroger,2% Milk
1546207851863	Other	page_view		Visitor-588810	Page-13	SteamFast,Travel Steam Iron
1546207851863	Twitter	page_view		Visitor-7566	Page-0	e.l.f.,Smudge Pot- Back to Basics
1546207851863	Facebook	page_view		Visitor-849723	Page-11	HDX,Table Top Air Circulator
1546207851863	Other	page_view		Visitor-564006	Page-0	Q-tips,Cotton Swabs
1546207851863	Facebook	page_view		Visitor-535077	Page-6	Safeway,Whole Black Pepper
1546207851863	Twitter	page_view		Visitor-355964	Page-9	Mars,Peanut Butter M&M Chocolate Candies
1546207851863	Google	page_view		Visitor-196880	Page-13	Bolla,Pinot Grigio
1546207851863	Yahoo	page_view		Visitor-942461	Page-6	Scott,One Ply Bathroom Tissue
1546207851863	Facebook	page_view		Visitor-784236	Page-10	Clover Stornetta,Vitamin D Milk
1546207851863	Yahoo	page_view		Visitor-557541	Page-2	Omega,J8004 Nutrition Center Juicer
1546207851863	Facebook	page_view		Visitor-807333	Page-4	Dove,Moisturizing Body Wash
1546207851863	Yahoo	page_view		Visitor-910530	Page-1	Grandma's Seasonings,Chili Powder
1546207851863	Other	page_view		Visitor-779030	Page-7	Gillette,Sensor 3
1546207851863	Yahoo	page_view		Visitor-441389	Page-4	McCormick,Italian Seasoning
1546207851863	Other	page_view		Visitor-252361	Page-14	Community,Season 2 DVDs
1546207851863	Twitter	page_view		Visitor-633081	Page-6	Mars,Peanut M&M
1546207851863	Other	page_view		Visitor-592038	Page-3	Trident,Spearmint Gum
1546207851863	Facebook	page_view		Visitor-269059	Page-14	Opti-Free,Pure Moist Contact Solution
1546207851863	Direct	page_view		Visitor-186866	Page-2	Biotene,Dry Mouth  Oral Rinse
1546207851863	Twitter	page_view		Visitor-952347	Page-9	Staples,Standard Staples
1546207851863	Direct	page_view		Visitor-248777	Page-2	The Learning Company,Where in the U.S.A. is Carmen Sandiego
1546207851863	Google	page_view		Visitor-617083	Page-14	Avery,Permanent Reinforcement Labels
1546207851863	Direct	purchase		Visitor-638254	Page-3	Ancient Harvest,Quinoa Rotelle
